,Artist,Title,Top100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature
514,noah cyrus,make me (cry) - acoustic version,0,6pP5RJbBH6eKR8BCYX3MSU,0.262,0.539,2,-10.264,1,0.0451,0.0919,0.00803,0.0889,0.436,87.197,388453,3
515,tom odell,magnetised - acoustic,0,5baXzOMmD0sf26hayRqfqI,0.563,0.915,7,-5.062,1,0.08,0.247,8.46e-05,0.0613,0.71,136.345,142227,4
516,cloves,california numb - acoustic,0,3MKcaz7j0far7FN9EVhlwx,0.389,0.745,3,-6.998,1,0.0384,0.777,0.00159,0.143,0.271,83.037,214880,4
517,halsey,ghost - live from spotify nyc,0,2ndJQ968H7uRS2rrYdEaQ3,0.423,0.681,10,-9.756,1,0.0398,0.0592,0.000177,0.0889,0.56,110.461,160307,4
518,corey harper,on the run,0,229PwnifqyAXBIu4dr2ePv,0.596,0.901,3,-7.373,1,0.0482,0.0362,0.749,0.0698,0.621,137.359,219467,4
519,sinead harnett,rather be with you - acoustic,0,2rNIGwLuQauPp8qLFuQnzm,0.507,0.847,1,-5.987,0,0.0411,0.0751,0.237,0.372,0.566,98.096,198773,4
520,ahi,ol' sweet day,0,3wXHHCV4A7KsoTlHZWVZPd,0.505,0.836,5,-7.384,0,0.101,0.0103,0.0771,0.295,0.764,159.669,204480,4
521,cam,burning house,0,2zhk0kypGeOPsaaZcjyc14,0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.529,125667,4
522,jillian jacqueline,reasons - acoustic,0,1dkdsIgTFEVLGbTuaRcvSm,0.676,0.708,4,-9.412,1,0.0419,0.806,0.0112,0.183,0.885,135.695,176093,4
523,brett dennen,already gone - acoustic,0,4cTa3a4dE4K0axgbXw30Pj,0.407,0.834,6,-9.224,1,0.208,0.0734,0.00021,0.241,0.71,121.38,205293,4
524,mumford & sons,lover of the light,0,6NUr2TMn5nsaerT4tuHpFb,0.347,0.302,0,-12.104,1,0.0291,0.163,9.17e-05,0.14,0.0332,105.702,703373,4
525,florence + the machine,"dog days are over - mtv unplugged, 2012",0,1EWMC52f81plzO8HIHlO8q,0.308,0.895,7,-5.157,1,0.0463,0.389,0.0,0.177,0.902,150.109,142653,4
526,ed sheeran,shape of you - acoustic,0,5ULRlgiSPSKTaJN1vU9yso,0.469,0.647,8,-13.913,1,0.0315,0.595,1.65e-06,0.339,0.942,147.878,163027,4
527,howie day,collide - acoustic version,0,5rwq6R0Uq0BngM3rdmCeNg,0.39,0.625,9,-7.813,0,0.0537,0.36,0.0,0.0663,0.514,144.338,134387,4
528,matt nathanson,come on get higher,0,38YgZVHPWOWsKrsCXz6JyP,0.705,0.515,4,-9.343,1,0.0337,0.365,0.0,0.389,0.803,112.035,164107,4
529,damien rice,the blower's daughter,0,4B2lJinAkeNLSJjcq3dg8Q,0.587,0.616,5,-14.234,1,0.0486,0.246,0.162,0.079,0.473,108.838,266240,4
530,jason mraz,lucky,0,0IktbUcnAGrvD03AWnz3Q8,0.583,0.855,0,-7.213,1,0.0333,0.1,0.0177,0.262,0.69,128.178,195147,4
531,disturbed,immortalized,0,5cCAckFrDV8Ol6fknHSV1Z,0.395,0.166,2,-15.476,1,0.0532,0.902,1.52e-06,0.0816,0.507,175.26,167080,4
532,amaranthe,drop dead cynical,0,3X1usZ9bRwbyEjAnkLAJWO,0.341,0.416,11,-9.574,1,0.0265,0.184,6.28e-05,0.0917,0.499,102.886,134133,3
533,godsmack,when legends rise,0,0zVMR0p7yRbKD6HEg9L2qs,0.395,0.482,7,-10.031,1,0.0285,0.32,0.00717,0.0917,0.334,130.21,237760,4
534,within temptation,the reckoning,0,6XnPopwCZ6odHVVqMsllL5,0.439,0.756,2,-7.028,1,0.0381,0.212,0.0,0.122,0.443,123.745,174573,4
535,in this moment,black wedding (feat. rob halford),0,3zUwwYcmob803s2Bkck8GY,0.318,0.303,11,-15.572,0,0.0302,0.664,0.000223,0.113,0.226,174.254,197275,4
536,parkway drive,prey,0,7lMFAK8dv0QkWpIlZcWQlJ,0.355,0.761,11,-6.309,1,0.0978,0.000288,0.0141,0.189,0.685,165.209,189848,4
537,nonpoint,chaos and earthquakes,0,4j7jkCdab3vYmw0suZnt0X,0.555,0.694,9,-8.453,0,0.0426,0.101,0.0,0.123,0.602,127.423,482278,4
538,wilson,dumptruck,0,7DnrADDBDIIXw2ZlU5q49W,0.812,0.735,6,-10.911,0,0.118,0.0776,0.184,0.0891,0.496,119.811,237640,4
539,chevelle,sleep walking elite,0,36VQEcW3whyU0qttl8MHCJ,0.365,0.77,9,-10.492,1,0.0764,0.21,0.136,0.503,0.37,130.603,214640,4
540,architects,hereafter,0,3VGheGbJrEnGvwteXNBDNt,0.601,0.574,2,-8.166,1,0.03,0.579,1.14e-05,0.216,0.8,147.964,214080,4
541,light the torch,calm before the storm,0,3dhDN3hilhqEursIIg8Xko,0.689,0.2,9,-18.634,1,0.0309,0.795,0.0327,0.0893,0.478,91.787,268867,4
542,alice in chains,rainier fog,0,4RmHHExk2OFtMoqHyWr7mF,0.576,0.188,9,-18.755,1,0.0949,0.842,5.28e-05,0.229,0.322,77.461,155453,4
543,polaris,the remedy,0,63GJDO5mxiFP1ZQEpdUWRd,0.537,0.399,4,-13.547,0,0.0269,0.202,0.0546,0.109,0.832,171.402,187110,4
544,beartooth,bad listener,0,5pq9GrHjnWjLkKDBxqe8UQ,0.609,0.368,10,-13.338,1,0.0294,0.762,6.28e-06,0.335,0.618,90.373,216573,4
545,sevendust,risen,0,2j9efO5F2FVwUsSYm7ijxV,0.664,0.552,9,-7.723,1,0.0264,0.746,0.00963,0.0838,0.287,112.52,286880,4
546,of mice & men,instincts,0,1G5LxWp3ZhoBMAuyvRhwAF,0.784,0.459,0,-10.446,1,0.0304,0.763,1.29e-06,0.0684,0.931,106.958,200147,4
547,nonpoint,breaking skin,0,3uleUeZ5eyYCNGiwcc1Exp,0.642,0.427,3,-8.471,1,0.0402,0.871,0.0904,0.124,0.404,82.344,124001,4
548,godsmack,1000hp,0,2DpLoT8qfJdZhsLGFg413r,0.681,0.312,6,-16.173,0,0.0452,0.816,0.000619,0.0935,0.789,128.094,171853,4
549,skindred,that's my jam,0,5q8PArV4Tbt6efvP7qxp0u,0.503,0.265,2,-15.913,1,0.0333,0.943,0.045,0.0867,0.522,78.044,212161,4
550,five finger death punch,wash it all away,0,5k0KjsgX1ETIAQWVBRHzq3,0.502,0.4,7,-13.697,0,0.0294,0.856,0.000375,0.333,0.435,127.182,227706,4
551,parkway drive,the void,0,5znIVOv7RucpCHGkbonySq,0.611,0.381,10,-15.462,1,0.0347,0.872,0.698,0.102,0.706,115.148,154547,4
552,miss may i,shadows inside,0,0uyvc0R0wJ6Fu3E01UtlzJ,0.257,0.412,1,-11.788,1,0.0287,0.361,8.68e-05,0.0702,0.858,152.126,228133,4
553,underoath,on my teeth,0,11kXjnwkLFOCGZJoRmlBHe,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,4
554,"our hollow, our home",loneshark,0,2MjJHuYIFlzQrobIEgPBxv,0.603,0.933,1,-3.358,1,0.171,0.00591,0.0,0.206,0.709,96.306,213760,4
555,amon amarth,raise your horns,0,6ypKaenmVXMCXvlkfYOpjf,0.339,0.931,5,-3.425,0,0.062,0.0015,0.000142,0.425,0.467,112.548,242280,4
556,gemini syndrome,remember we die,0,2iQoaliksvoEBhldqjYPgL,0.545,0.753,3,-4.618,0,0.036,0.0417,0.0,0.389,0.434,105.754,282947,4
557,kobra and the lotus,triggerpulse,0,6boFQsMHqReFv0NfL5E1eg,0.392,0.964,10,-4.441,0,0.0644,7.13e-05,0.0387,0.106,0.269,167.024,200547,4
558,bullet for my valentine,don't need you - edit,0,2XerUgL3lwzy9Ui3U6BR9O,0.535,0.948,6,-4.19,0,0.0356,0.00225,0.0,0.376,0.778,103.183,173680,4
559,hatebreed,looking down the barrel of today,0,5IVA7WzOlWrmZh8EqZqMaw,0.468,0.769,4,-7.036,1,0.041,0.00014,0.00124,0.271,0.17,104.102,270920,4
560,parkway drive,vice grip,0,0AHHDAHFRaT82UVw5fMr1R,0.217,0.92,8,-4.479,1,0.0628,2.86e-05,0.0,0.102,0.376,167.169,246040,4
561,cold kingdom,let it burn,0,1taz6QC91MFJmODsf7aQsb,0.433,0.854,9,-3.868,1,0.0483,0.000336,0.000177,0.162,0.368,89.4,277840,4
562,wizkid,master groove,0,6NynQjhojcFZ9iYhuezO6B,0.408,0.965,2,-4.232,1,0.05,6.94e-06,0.000402,0.11,0.349,136.018,218000,4
563,starboy,fake love (feat. duncan mighty & wizkid),0,1zikqHEDuxRMnhYxSR41lR,0.269,0.853,7,-4.647,0,0.0854,0.000249,0.000246,0.118,0.179,141.581,299533,4
564,dj spinall,nowo,0,2twuWVm42q3E4okRqfv8U1,0.366,0.894,11,-4.682,0,0.0568,3.45e-05,0.17,0.267,0.304,82.305,247267,3
565,mut4y,manya,0,0uaKM65fL3aEgZdmwabvDb,0.83,0.495,6,-6.939,1,0.052,0.0984,0.0,0.0906,0.633,127.965,185282,4
566,dj maphorisa,soweto baby (feat. wizkid & dj buckz),0,7pN5xeBGywMaE5JLIJzZ6Q,0.695,0.884,0,-6.279,1,0.131,0.117,0.0,0.104,0.854,74.992,243487,4
567,wizkid,final (baba nla),0,5bPpNuK3qgt1UbI18QEUYx,0.688,0.62,11,-8.029,0,0.22,0.753,5.32e-06,0.157,0.727,170.011,360960,4
568,runtown,bend down pause,0,459OJvx93ApTlFZaxNEpCh,0.812,0.748,5,-5.959,0,0.139,0.00397,0.0,0.174,0.158,132.035,162733,4
569,wizkid,show you the money,0,31FgIP47GdYyYKLqrs2qk3,0.659,0.734,10,-4.008,1,0.046,0.0526,2.48e-06,0.242,0.346,161.971,157461,4
570,wizkid,on top your matter,0,5dmzKrF5dzyjsLh85JFUZT,0.716,0.766,9,-4.133,1,0.173,0.219,0.0,0.244,0.739,160.1,170998,4
571,l.a.x,ginger (feat. wizkid),0,0s93E3YsMw1Wgnkih7619p,0.723,0.687,11,-4.632,0,0.2,0.0255,0.000207,0.124,0.777,173.75,188440,4
572,kcee,pullover (feat. wiz-kid),0,4xus7y7HORH12be1vaQ0Hw,0.928,0.402,8,-7.569,0,0.452,0.0261,0.0,0.0804,0.62,139.998,253714,4
573,wizkid,jaiye jaiye (feat. femi kuti),0,6p0GE9BJ9TP83gO73GEbpk,0.736,0.905,4,-1.49,0,0.0567,0.0749,0.000117,0.12,0.611,93.013,185744,4
574,wizkid,caro (feat. lax),0,7vECrNzGTrvUSAl2pT9Oft,0.777,0.546,7,-9.504,1,0.207,0.425,0.0,0.0809,0.952,147.173,208800,4
575,r2bees,slow down (feat. wiz kid),0,4voOsb8qpJ569JaMiGAyrl,0.84,0.789,1,-4.695,0,0.0949,0.102,0.0,0.309,0.619,92.018,211438,4
576,maleek berry,the matter (feat. wizkid),0,0OklQIKrM64KzTD7jGqfYG,0.831,0.713,1,-3.646,0,0.094,0.181,0.0,0.0572,0.69,132.109,202853,4
577,wizkid,pakurumo,0,2EahSgwzCKSvJMM2BOzDDu,0.682,0.751,8,-5.812,0,0.0675,0.235,0.0,0.11,0.708,129.937,224413,4
578,wizkid,love my baby,0,7xdHQUxVj0aOAvUOGLCYj3,0.703,0.617,7,-8.732,1,0.0731,0.108,5.61e-05,0.271,0.435,123.159,133120,4
579,wizkid,tease me / bad guys,0,6ST6x5sSLYArqrh30p3KBs,0.493,0.825,8,-4.056,1,0.0798,0.0079,0.0,0.129,0.621,99.866,215004,4
580,tipcee,fakaza,0,4PK5EQfNGBSA5KuGZBYIxt,0.704,0.771,2,-4.713,1,0.0495,0.0086,0.0,0.108,0.416,120.002,161093,4
581,dj fortee,monini,0,66S2vWZmp9WvjYLojtAqzZ,0.494,0.729,2,-4.934,1,0.161,0.133,0.0,0.143,0.421,78.833,204453,4
582,dj maphorisa,midnight starring,0,7pie3kUjFeGOGE5Sjy9tN5,0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,217289,4
583,shekhinah,suited (synx remix)[feat. mr eazi] (feat. synx & mr eazi),0,4yW5SIsnfB5TuOf8Admsku,0.631,0.771,1,-5.78,1,0.0517,0.628,3.65e-05,0.0946,0.466,100.931,202574,4
584,shirazee,make wild,0,3doyTIYvk3Cq8Dbyjr3W53,0.853,0.715,7,-6.177,1,0.0762,0.565,0.0106,0.0716,0.844,92.377,167823,4
585,wizkid,ma lo,0,4204hwPYuToiuSunPFUoML,0.8,0.837,7,-4.488,1,0.0991,0.0652,4.74e-05,0.0699,0.813,105.026,241136,4
586,naira marley,issa goal,0,2Ik44IAMWERhfXtt6uTgej,0.723,0.791,2,-4.863,0,0.055,0.122,6.98e-05,0.211,0.484,110.043,193933,4
587,mr real,legbegbe,0,7nSCIoTBW6Y7lHny5hSgqV,0.775,0.719,7,-6.212,0,0.0435,0.132,1.79e-06,0.0662,0.712,117.513,246027,4
588,wizkid,daddy yo,0,2hKLu5akQZ9BbrCQVXM2cZ,0.73,0.602,6,-3.782,0,0.206,0.362,3.69e-06,0.169,0.927,97.954,221133,4
589,tekno,pana,0,3ddd0nUY2jZtPYzg0r0wTb,0.585,0.977,1,-3.57,1,0.0615,0.622,0.0,0.328,0.801,138.264,232880,4
590,afro b,drogba (joanna),0,0dCOSNPQizhMMjO6UxGlzi,0.671,0.884,6,-9.267,0,0.0586,0.414,0.00015,0.0701,0.933,119.574,203173,4
591,davido,skelewu,0,0C63WNrSJOlu62O6lrxRMU,0.542,0.714,2,-8.045,1,0.028,0.00487,0.298,0.334,0.76,124.26,212893,4
592,major lazer,tied up,0,51jPYWZEZ3f1urKCM9Itjj,0.748,0.835,7,-5.731,1,0.0351,0.0854,1.97e-06,0.0365,0.896,142.942,212000,4
593,major lazer,orkant/balance pon it,0,0W5juh01CvLXgfXgWavqoQ,0.565,0.778,1,-7.07,1,0.0586,0.426,0.0135,0.263,0.815,105.807,287893,4
594,major lazer,particula,0,0YNt1BzzwTwkeIMDciq7u0,0.691,0.805,2,-6.81,0,0.0947,0.59,0.0,0.0975,0.866,142.503,301427,3
595,patoranking,"my woman, my everything (feat. wandecoal)",0,5MAScTGPHzWAeivPjpATa9,0.573,0.426,0,-14.448,1,0.0349,0.602,0.0,0.393,0.724,98.719,186707,4
596,jidenna,spy candy,0,4NO6Lqc2RSDeGSAy2gbxlW,0.57,0.301,7,-13.846,1,0.0518,0.908,0.574,0.123,0.431,118.337,193800,4
597,dj maphorisa,makhe,0,4sqbcASPcaHxpXhioFi0RE,0.454,0.257,2,-7.446,1,0.0363,0.916,8.06e-05,0.208,0.464,80.43,195480,3
598,guiltybeatz,akwaaba,0,7rzqupSdvmgFqdKYBfNfOa,0.376,0.374,9,-11.923,1,0.0408,0.587,0.0,0.214,0.867,182.719,129400,4
599,patoranking,love you die (feat. diamond platnumz),0,6BnKiK0FwqJoqCdVKh442g,0.513,0.831,2,-9.004,1,0.0383,0.55,0.0,0.336,0.963,148.837,182067,4
600,professor,jezebel (main mix) (feat. oskido),0,2qBVloXhkpnUxE5we5ar4g,0.412,0.782,2,-9.186,0,0.058,0.308,0.00822,0.0775,0.705,96.732,198707,4
601,nasty c,said (coke studio africa),0,0AWnrLw8H8wE6edp5Z2ibI,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,333893,4
602,babes wodumo,wololo,0,0gkhHVkv7DXEl45Kz9Wc02,0.386,0.607,10,-7.7,1,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,425653,4
603,mr eazi,property,0,5hiegqyy2caIt1A0p0db5A,0.567,0.959,8,-3.822,1,0.102,0.0995,6.07e-05,0.1,0.961,137.377,133933,4
604,skales,shake body,0,1agLiWjSBYSTsKZLudOunC,0.51,0.893,9,-9.267,1,0.0342,0.00102,5.85e-05,0.201,0.934,142.657,163467,4
605,singuila,ay mama,0,3swANcVfDT1sJZQImkKC41,0.439,0.734,2,-12.168,1,0.097,0.262,0.333,0.244,0.54,145.703,212893,4
606,kofi kinaata,confession,0,4EJ7MqLkjFG8oGu6w4TXvI,0.412,0.59,11,-12.277,1,0.0701,0.255,0.0325,0.177,0.653,85.824,208667,4
607,maleek berry,been calling,0,11LE78kFWlyscXCxfZseox,0.491,0.801,4,-9.835,1,0.0361,0.27,0.0,0.0665,0.971,160.109,173947,4
608,fuse odg,million pound girl (badder than bad) - edit,0,3h7pI8oM2CpXiNSZbQuEtV,0.436,0.375,6,-13.856,1,0.0284,0.165,0.0,0.294,0.49,107.386,184880,4
609,da beatfreakz,take over,0,1jAsB4PSdWW7IQ6tvI3xwN,0.252,0.507,2,-13.337,1,0.0442,0.00206,0.00057,0.325,0.816,196.494,150907,4
610,davido,maga 2 mugu,0,7r58i9lxvX53rZGD89BAPn,0.262,0.539,2,-10.264,1,0.0451,0.0919,0.00803,0.0889,0.436,87.197,388453,3
611,dmw,prayer,0,77HN775Cafp7edmJyOBMZ1,0.563,0.915,7,-5.062,1,0.08,0.247,8.46e-05,0.0613,0.71,136.345,142227,4
612,dj spinall,baba,0,16ugUgsT7NcNYmBIc0QUEg,0.389,0.745,3,-6.998,1,0.0384,0.777,0.00159,0.143,0.271,83.037,214880,4
613,prince kaybee,club controller,0,2x4IWUXkoHd6eQ9SrUAuxs,0.423,0.681,10,-9.756,1,0.0398,0.0592,0.000177,0.0889,0.56,110.461,160307,4
614,king promise,cctv,0,6t2gwKDfIKmpB52te0mmXM,0.596,0.901,3,-7.373,1,0.0482,0.0362,0.749,0.0698,0.621,137.359,219467,4
615,sarz,trobul,0,68QuFtCfPduslrBZYqy3mq,0.507,0.847,1,-5.987,0,0.0411,0.0751,0.237,0.372,0.566,98.096,198773,4
616,vybz kartel,wine to the top,0,29qg0IX9bWfpJdnO5Q84XP,0.505,0.836,5,-7.384,0,0.101,0.0103,0.0771,0.295,0.764,159.669,204480,4
617,fela kuti,shakara (oloje),0,3UXjKuSMHCF20xoiVanhPv,0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.529,125667,4
618,olamide,kana,0,3uTe5oVxtAO1cnsJm4uFCJ,0.195,0.483,4,-4.991,0,0.03,0.465,0.497,0.0686,0.173,84.71,269107,4
619,davido,assurance,0,5Vp6x6DnVjh2JDaC4It6ak,0.676,0.708,4,-9.412,1,0.0419,0.806,0.0112,0.183,0.885,135.695,176093,4
620,skales,one leg up,0,0oL9g5AKDTCphQTomMupPc,0.407,0.834,6,-9.224,1,0.208,0.0734,0.00021,0.241,0.71,121.38,205293,4
621,dj buckz,sgicha (feat. hhp),0,7uIsL67Q2h7R1h1ba7F3B2,0.347,0.302,0,-12.104,1,0.0291,0.163,9.17e-05,0.14,0.0332,105.702,703373,4
622,pentatonix,despacito x shape of you,0,5cj54CVe4pQZ9cUKgbsZrG,0.308,0.895,7,-5.157,1,0.0463,0.389,0.0,0.177,0.902,150.109,142653,4
623,university of rochester yellowjackets,waka waka,0,1ZRXk2GjLeHu1Ojv4WDWs4,0.469,0.647,8,-13.913,1,0.0315,0.595,1.65e-06,0.339,0.942,147.878,163027,4
624,straight no chaser,i'm yours / somewhere over the rainbow,0,1dlvJVzqW8BKVQauN8d3o5,0.39,0.625,9,-7.813,0,0.0537,0.36,0.0,0.0663,0.514,144.338,134387,4
625,the barden bellas,"kennedy center performance - from ""pitch perfect 2"" soundtrack",0,379pQhTWVBdSEe8cfUmlHy,0.705,0.515,4,-9.343,1,0.0337,0.365,0.0,0.389,0.803,112.035,164107,4
626,pentatonix,"any way you want it (world championship medley) - from ""pitch perfect 2"" soundtrack",0,0gzErVl20ICsw6LmoPIdqb,0.587,0.616,5,-14.234,1,0.0486,0.246,0.162,0.079,0.473,108.838,266240,4
627,rebel wilson,"we belong - from ""pitch perfect 2"" soundtrack",0,2pnsJSwvm00f84JxPzHKUg,0.583,0.855,0,-7.213,1,0.0333,0.1,0.0177,0.262,0.69,128.178,195147,4
628,the barden bellas,"back to basics - from ""pitch perfect 2"" soundtrack",0,44xQqtGgjixgB0gnomttKX,0.395,0.166,2,-15.476,1,0.0532,0.902,1.52e-06,0.0816,0.507,175.26,167080,4
629,pentatonix,daft punk,0,6ukvsBzq4d1vBsAUmz7ZVt,0.341,0.416,11,-9.574,1,0.0265,0.184,6.28e-05,0.0917,0.499,102.886,134133,3
630,das sound machine,"riff off - from ""pitch perfect 2"" soundtrack",0,5RGFGWglZ2zRDWXOK7HyNq,0.395,0.482,7,-10.031,1,0.0285,0.32,0.00717,0.0917,0.334,130.21,237760,4
631,home free,feelin' it,0,14cikDRwGYOB1UfdA44V4P,0.439,0.756,2,-7.028,1,0.0381,0.212,0.0,0.122,0.443,123.745,174573,4
632,glee cast,don't stop believin' (glee cast version),0,18k2vGf6TWpBoy8ASTuPdS,0.318,0.303,11,-15.572,0,0.0302,0.664,0.000223,0.113,0.226,174.254,197275,4
633,the barden bellas,riff off: mickey/like a virgin/hit me with your best shot/s&m/let’s talk about sex/i’ll make love to you/feels like the first time/no diggity,0,0phwM5a6TdLBDl0F9bk5fl,0.355,0.761,11,-6.309,1,0.0978,0.000288,0.0141,0.189,0.685,165.209,189848,4
634,anna kendrick,cups - movie version,0,1k6hE5RWi4LQzoIFeosCJ7,0.555,0.694,9,-8.453,0,0.0426,0.101,0.0,0.123,0.602,127.423,482278,4
635,peter hollens,i see fire,0,1ZapqbVeMR92xHFDDJcTy3,0.812,0.735,6,-10.911,0,0.118,0.0776,0.184,0.0891,0.496,119.811,237640,4
636,the treblemakers,trebles finals: bright lights bigger city/magic,0,2mgPmzcrz3sBCR7AvCr6mE,0.365,0.77,9,-10.492,1,0.0764,0.21,0.136,0.503,0.37,130.603,214640,4
637,the dartmouth aires,remix to ignition,0,50UNn5CodOeg5axSGm7wCj,0.601,0.574,2,-8.166,1,0.03,0.579,1.14e-05,0.216,0.8,147.964,214080,4
638,straight no chaser,text me merry christmas (feat. kristen bell),0,68bjO39GD3JEEL3qAu0bGC,0.689,0.2,9,-18.634,1,0.0309,0.795,0.0327,0.0893,0.478,91.787,268867,4
639,straight no chaser,rhythm of love / can't help falling in love,0,2gUJHhcjHiozaETPvjezUy,0.576,0.188,9,-18.755,1,0.0949,0.842,5.28e-05,0.229,0.322,77.461,155453,4
640,the backbeats,landslide - studio version,0,50qOhyrbmK2AO6OHhEUNaF,0.609,0.368,10,-13.338,1,0.0294,0.762,6.28e-06,0.335,0.618,90.373,216573,4
641,peter hollens,game of thrones,0,5DUvVCB64zoCHRRCJWnF98,0.664,0.552,9,-7.723,1,0.0264,0.746,0.00963,0.0838,0.287,112.52,286880,4
642,peter hollens,misty mountains (a cappella),0,3KWJ141YCqZOZfnATXSzv7,0.784,0.459,0,-10.446,1,0.0304,0.763,1.29e-06,0.0684,0.931,106.958,200147,4
643,on the rocks,stacey's mom,0,2REesWs353uf4aQz09I2HG,0.642,0.427,3,-8.471,1,0.0402,0.871,0.0904,0.124,0.404,82.344,124001,4
644,the barden bellas,bellas finals: price tag/don’t you (forget about me)/give me everything/just the way you are/party in the u.s.a./turn the beat around,0,07o54snAilKYHsW8bGFe9x,0.681,0.312,6,-16.173,0,0.0452,0.816,0.000619,0.0935,0.789,128.094,171853,4
645,street corner symphony,creep - studio version,0,0bkEVRYVWuKBCWOX6kY2kT,0.503,0.265,2,-15.913,1,0.0333,0.943,0.045,0.0867,0.522,78.044,212161,4
646,the sing-off contestants,bittersweet symphony / baba o'riley / last friday night / hollaback girl,0,1ac7570OG3cTPYRXnpssg8,0.502,0.4,7,-13.697,0,0.0294,0.856,0.000375,0.333,0.435,127.182,227706,4
647,the dartmouth aires,medley: killer queen / bohemian rhapsody / somebody to love,0,191HHrs8Bwa8VZ4IJ2iG67,0.611,0.381,10,-15.462,1,0.0347,0.872,0.698,0.102,0.706,115.148,154547,4
648,the whiffenpoofs,grace kelly - studio version,0,4Gq6u5nfls4ACzcUewvATu,0.257,0.412,1,-11.788,1,0.0287,0.361,8.68e-05,0.0702,0.858,152.126,228133,4
649,university of rochester yellowjackets,wavin' flag,0,21i3JjSTPryzlVKNBiWjxE,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,4
650,thundamentals,everybody but you,0,4Yf4s4P1vfJb8hDvnxCbMx,0.673,0.899,11,-3.528,1,0.0434,0.0911,0.0172,0.0481,0.793,129.885,224933,4
651,esoterik,shapeshifter (feat. locksmith & illmaculate),0,675RL2rgeQT6ROmoeYZjsN,0.339,0.931,5,-3.425,0,0.062,0.0015,0.000142,0.425,0.467,112.548,242280,4
652,hilltop hoods,clark griswold,0,79mbxvATJDpIwpOrbuEqVm,0.545,0.753,3,-4.618,0,0.036,0.0417,0.0,0.389,0.434,105.754,282947,4
653,b wise,lead the way,0,5yHdufMl8T5iTpTCFu250z,0.392,0.964,10,-4.441,0,0.0644,7.13e-05,0.0387,0.106,0.269,167.024,200547,4
654,sophiegrophy,caution,0,49FnpJbF0N9bXuqhEMe9ri,0.535,0.948,6,-4.19,0,0.0356,0.00225,0.0,0.376,0.778,103.183,173680,4
655,dallas woods,9 times out of 10,0,1EkixTPgZn8msP8QqxHARy,0.468,0.769,4,-7.036,1,0.041,0.00014,0.00124,0.271,0.17,104.102,270920,4
656,daniel elia,sight,0,0UTfAGRBwLAqPg50ZBLHYu,0.217,0.92,8,-4.479,1,0.0628,2.86e-05,0.0,0.102,0.376,167.169,246040,4
657,iiiconic,on the road,0,4wqkRiq4CPYTp1gWi6t0Tm,0.433,0.854,9,-3.868,1,0.0483,0.000336,0.000177,0.162,0.368,89.4,277840,4
658,lazy j,masseuse,0,5pM3f7vTXqhsgPejDH9ayt,0.269,0.853,7,-4.647,0,0.0854,0.000249,0.000246,0.118,0.179,141.581,299533,4
659,drapht,the come down was real,0,2PIUBFnCEgqTa9GC5TRiDP,0.366,0.894,11,-4.682,0,0.0568,3.45e-05,0.17,0.267,0.304,82.305,247267,3
660,deuxronin,revelations,0,7xxBkBffbrsGJW8066Qgax,0.83,0.495,6,-6.939,1,0.052,0.0984,0.0,0.0906,0.633,127.965,185282,4
661,ziggy ramo,a to z,0,3mQ4d03tCULZQg5GxI0czM,0.695,0.884,0,-6.279,1,0.131,0.117,0.0,0.104,0.854,74.992,243487,4
662,figuero jones,no sofas,0,4Uy5RxzRQFUtVA09OBaKAk,0.688,0.62,11,-8.029,0,0.22,0.753,5.32e-06,0.157,0.727,170.011,360960,4
663,vida sunshyne,all three eyes,0,5ZYLuWpHYXDx5NYj21nHrd,0.812,0.748,5,-5.959,0,0.139,0.00397,0.0,0.174,0.158,132.035,162733,4
664,ivan ooze,deserve,0,5aOf1gMloeaccl00rt7ISM,0.659,0.734,10,-4.008,1,0.046,0.0526,2.48e-06,0.242,0.346,161.971,157461,4
665,minimal miggy,beat drop,0,4K4SQCrF4YgLRWzDzA9yoe,0.716,0.766,9,-4.133,1,0.173,0.219,0.0,0.244,0.739,160.1,170998,4
666,xander jame$,won't be long,0,66nFsSOG57mKM0KtxzlI6X,0.723,0.687,11,-4.632,0,0.2,0.0255,0.000207,0.124,0.777,173.75,188440,4
667,daniel elia,promised land,0,442qq1kiFKJKR1zbm5bD7d,0.928,0.402,8,-7.569,0,0.452,0.0261,0.0,0.0804,0.62,139.998,253714,4
668,vince the kid,too far gone,0,2vEIEy4MwAZWB1cLprigYs,0.736,0.905,4,-1.49,0,0.0567,0.0749,0.000117,0.12,0.611,93.013,185744,4
669,eminem,"lose yourself - from ""8 mile"" soundtrack",0,1a3xfVZyJnlKn4t65ccBbp,0.777,0.546,7,-9.504,1,0.207,0.425,0.0,0.0809,0.952,147.173,208800,4
